ID number,Biggest_Challenge,Inflation_Challenge,Unemployment_Challenge,NHS_Challenge,Education_Challenge,Security_Challenge,Tax_Challenge,Crime_Challenge,ClimateChange_Challenge,Energy_Challenge,Energy_thought,Renewable_thought,Lights_on,Boil_kettle,Wash_clothes,Room_temp,Heat_on,Glazing,Biomass_boiler,Air_source_heat_pump,Ground_source_heat_pump,Solar_thermal,Rep_old_boiler,Smart_meter,Electric_car,Renew_Econ_benefit,Renew_energy_dev,Renew_energy_dev_comm,Support_wind_onshore,Support_biomass,Support_wind_offshore,Support_waveTidal,Support_solar,Nuclear_ClimateChange,Nuclear_afford_energy,Nuclear_Economic,Nuclear_benefit_risk,CCS,Energy_Bill_cost,Food_Cost,Transport_costs,Mortgage_Rent_costs,ClimChange_concerns,ClimChange_cause,Future_energy_price,Future_power_cuts,Future_fossilfuel_supply,Future_energy_dependence,Future_altEnergy_invest,Future_altEnergy_dev,Energy_source_mix,Property_type ,Heating_method_prim,Number_Adults,Number_people,Children,Gender,Tenure ,Working_status,Age,Area,Income
335,Unemployment,No,Yes,Yes,Yes,No,No,No,No,No,A lot,Strongly support,Never,Never,Always ,Always ,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Thinking about doing this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Slightly agree,Slightly disagree,Support,Strongly support,Support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The risks slightly outweigh the benefits,Never heard of it ,Fairly worried,Fairly worried,Not at all worried,Not very worried,Very concerned,Climate change is entirely caused by human activity,Very concerned,Not very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Strongly agree,Flat or Maisonette,Gas,2,2,No child,Female,Being bought on mortgage,Full time,35-44,Urban,50000
336,Unemployment,No,Yes,Yes,No,No,Yes,No,No,No,A lot,Strongly support,Never,Occasionally,Always ,Occasionally,Occasionally,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,"I have thought about buying an electric car or van, but have decided not to",Strongly agree,Neither agree nor disagree,Slightly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Fairly worried,Very worried,Fairly worried,Fairly concerned,Climate change is mainly caused by human activity,Very concerned,Not very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,4,4,No child,Female,Rented from private landlord,Full time,35-44,Rural,NA
337,Level of taxation,No,No,Yes,No,No,Yes,No,No,Yes,A lot,Strongly support,Never,Quite often ,Always ,Quite often ,Never,No,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,"I have thought about buying an electric car or van, but have decided not to",Slightly agree,Neither agree nor disagree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Not very worried,Fairly worried,Fairly worried,Not at all concerned,Climate change is mainly caused by natural processes,Very concerned,Not very concerned,Don't know,Very concerned,Don't know,Don't know,Neither agree nor disagree,Detached Property,Gas,1,1,No child,Female,Being bought on mortgage,Retired,65,Urban,20000
338,Inflation\rising prices,Yes,Yes,Yes,No,No,No,No,No,No,A lot,Strongly support,Never,Occasionally,Always ,Never,Never,Yes,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Thinking about doing this,Already done\ have this ,"Yes, I have a smart meter","I have thought about buying an electric car or van, but have decided not to",Strongly disagree,Strongly disagree,Strongly disagree,Strongly support,Neither support nor oppose,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Slightly disagree,Slightly agree,The risks slightly outweigh the benefits,Never heard of it ,Fairly worried,Not very worried,Fairly worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Fairly concerned,Fairly concerned,Very concerned,Fairly concerned,Fairly concerned,Strongly agree,Semi Detached Property,Gas,2,3,Child,Female,Being bought on mortgage,Full time,25-34,Rural,35000
339,Unemployment,No,Yes,No,Yes,No,No,Yes,No,No,A lot,Strongly support,Never,Always ,Always ,Always ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Thinking about doing this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Not very concerned,Not very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Strongly agree,Terrace Property,Gas,2,4,Child,Female,Being bought on mortgage,Part time,35-44,Urban,35000
340,Unemployment,No,Yes,No,No,No,No,No,Yes,Yes,A lot,Strongly support,Never,Never,Very often,Always ,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Slightly disagree,Strongly agree,Strongly support,Don't know,Strongly support,Don't know,Strongly support,Don't know,Don't know,Don't know,The benefits and risks are about the same,Never heard of it ,Fairly worried,Fairly worried,Don't know,Fairly worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Semi Detached Property,Gas,2,5,Child,Female,Rented from local authority,Not working not looking,35-44,Urban,NA
341,Inflation\rising prices,Yes,No,Yes,No,No,Yes,No,No,No,A lot,Strongly support,Never,Occasionally,Never,Never,Quite often ,No,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,Don't know,Slightly agree,Strongly agree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Fairly worried,Very worried,Fairly worried,Fairly concerned,Climate change is mainly caused by human activity,Very concerned,Not very concerned,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Detached Property,Gas,2,3,Child,Female,Being bought on mortgage,Part time,25-34,Rural,25000
342,National Health Service,Yes,No,Yes,No,No,No,Yes,No,No,A lot,Strongly support,Never,Never,Always ,Always ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I have never heard of electric cars or vans,Strongly agree,Strongly agree,Strongly agree,Strongly support,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Not very worried,Fairly worried,Fairly worried,Very concerned,Climate change is entirely caused by human activity,Very concerned,Fairly concerned,Fairly concerned,Not very concerned,Not very concerned,Fairly concerned,Strongly agree,Flat or Maisonette,Gas,3,3,No child,Female,Rented from local authority,Full time,45-54,Rural,NA
343,National Health Service,Yes,No,Yes,No,No,Yes,No,No,No,A lot,Strongly support,Never,Never,Never,Always ,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly disagree,Strongly agree,Strongly agree,Support,Strongly support,Strongly support,Strongly support,Neither support nor oppose,Strongly disagree,Neither agree nor disagree,Strongly disagree,The risks far outweigh the benefits ,Never heard of it ,Fairly worried,Not at all worried,Very worried,Fairly worried,Very concerned,Climate change is mainly caused by natural processes,Very concerned,Not very concerned,Not at all concerned,Very concerned,Very concerned,Fairly concerned,Strongly agree,Semi Detached Property,Gas,1,1,No child,Female,Being bought on mortgage,Full time,45-54,Urban,25000
344,Energy supply,Yes,No,Yes,No,No,No,No,No,Yes,A lot,Strongly support,Never,Never,Always ,Very often,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Fairly concerned,Climate change is mainly caused by natural processes,Very concerned,Fairly concerned,Very concerned,Very concerned,Very concerned,Very concerned,Slightly agree,Flat or Maisonette,Gas,2,2,No child,Male,Owned outright by household,Retired,65,Rural,15999
345,Climate change,Yes,No,No,No,Yes,No,No,Yes,No,A lot,Strongly support,Never,Occasionally,Very often,Always ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Haven't heard of this,No - I have never heard of them,I have never heard of electric cars or vans,Strongly agree,Strongly disagree,Strongly disagree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly disagree,Strongly disagree,Strongly disagree,The risks far outweigh the benefits ,Never heard of it ,Fairly worried,Fairly worried,Very worried,Not at all worried,Very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Not at all concerned,Very concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Detached Property,Gas,2,3,Child,Female,Being bought on mortgage,Full time,35-44,Urban,50000
346,National Health Service,Yes,Yes,Yes,No,No,No,No,No,No,A lot,Strongly support,Never,Never,Always ,Always ,Never,Yes,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Strongly agree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits far outweigh the risks,Never heard of it ,Fairly worried,Not very worried,Very worried,Not at all worried,Not at all concerned,Climate change is entirely caused by human activity,Very concerned,Fairly concerned,Very concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Flat or Maisonette,Gas,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
347,Education,No,Yes,No,Yes,No,No,No,Yes,No,A lot,Strongly support,Never,Never,Always ,Always ,Very often,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Thinking about doing this,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Fairly worried,Not very worried,Very worried,Not very worried,Fairly concerned,Climate change is mainly caused by natural processes,Very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Very concerned,Fairly concerned,Slightly agree,Semi Detached Property,Gas,3,3,No child,Female,Being bought on mortgage,Full time,55-64,Urban,20000
